               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11719,            0.029284,            0.052343,           0.0010586,             0.27812,          0.00094497,          0.00025092,            0.064812,            0.017567,             0.03197,              0.0919,              0.0009,              0.0009
                   1,            0.092333,            0.028244,            0.045374,           0.0019443,             0.39741,           0.0034883,          0.00072242,            0.058881,            0.013787,            0.030444,            0.082898,           0.0018981,           0.0018981
                   2,            0.070549,            0.027395,            0.037924,           0.0029333,             0.83748,            0.025424,           0.0046795,            0.046828,            0.011954,            0.030383,            0.073894,           0.0028943,           0.0028943
                   3,             0.06136,            0.026078,            0.032744,            0.052574,              0.2554,            0.056473,            0.014509,            0.038104,            0.010869,            0.030334,            0.064888,           0.0038884,           0.0038884
                   4,            0.054809,            0.022475,            0.034217,            0.060128,             0.38497,            0.085551,            0.024714,            0.037978,           0.0090351,            0.031641,            0.055881,           0.0048806,           0.0048806
                   5,            0.053456,            0.020718,            0.034325,             0.12604,             0.41008,             0.18216,            0.068129,             0.03468,           0.0094585,            0.030359,            0.046871,           0.0058708,           0.0058708
                   6,            0.051749,            0.018586,            0.034759,             0.18921,             0.24201,              0.1341,            0.046051,            0.037049,           0.0078793,            0.028101,            0.037859,            0.006859,            0.006859
                   7,            0.051722,            0.018369,             0.03472,             0.20453,             0.47886,             0.21255,            0.071111,            0.033771,           0.0073442,            0.027222,            0.028845,           0.0078453,           0.0078453
                   8,            0.049551,            0.016352,            0.031318,             0.21743,             0.45949,             0.27894,             0.10224,            0.031049,           0.0062943,            0.026758,             0.01983,           0.0088295,           0.0088295
                   9,            0.048548,             0.01494,            0.030945,             0.23391,             0.40151,             0.26099,            0.093305,            0.038995,           0.0070355,            0.031775,            0.010812,           0.0098118,           0.0098118
                  10,            0.048491,            0.014561,            0.028023,             0.16489,             0.47777,             0.22476,            0.081803,            0.036629,           0.0076933,            0.029639,            0.009901,            0.009901,            0.009901
                  11,             0.04502,            0.013771,            0.030325,             0.16493,             0.51286,             0.24779,            0.068715,            0.033406,            0.009758,            0.028235,            0.009901,            0.009901,            0.009901
                  12,            0.043888,            0.014828,            0.026053,             0.32295,             0.54569,             0.38923,             0.18405,            0.025483,           0.0067012,            0.028979,           0.0098911,           0.0098911,           0.0098911
                  13,            0.042302,             0.01381,            0.024298,             0.19125,             0.40999,             0.26398,             0.13105,             0.03238,            0.008966,            0.047839,           0.0098812,           0.0098812,           0.0098812
                  14,            0.041448,             0.01356,            0.026712,             0.24626,             0.60284,             0.33303,             0.12936,            0.029448,           0.0075438,            0.027771,           0.0098713,           0.0098713,           0.0098713
                  15,             0.04237,            0.013162,            0.025739,             0.33854,             0.53778,             0.39511,             0.20724,             0.02182,           0.0059292,            0.027222,           0.0098614,           0.0098614,           0.0098614
                  16,             0.04026,            0.013075,            0.023527,             0.23666,             0.50502,             0.35463,             0.12118,            0.029782,           0.0070126,            0.033264,           0.0098515,           0.0098515,           0.0098515
                  17,            0.038159,            0.013193,            0.025073,             0.28893,              0.6306,              0.3299,              0.1352,            0.028058,           0.0065157,            0.039709,           0.0098416,           0.0098416,           0.0098416
                  18,            0.038288,            0.012142,            0.025421,             0.25416,             0.55933,             0.39417,             0.16398,            0.027722,           0.0074034,            0.029846,           0.0098317,           0.0098317,           0.0098317
                  19,            0.038435,            0.012764,            0.025525,             0.29083,             0.57016,              0.3085,             0.11699,            0.033226,           0.0071807,            0.032544,           0.0098218,           0.0098218,           0.0098218
                  20,            0.038265,            0.012956,            0.023339,             0.12927,             0.14345,            0.085895,            0.021678,            0.053188,           0.0086231,            0.031421,           0.0098119,           0.0098119,           0.0098119
                  21,            0.036751,            0.012784,            0.022851,             0.37128,             0.59744,             0.42376,             0.16458,            0.030219,           0.0062525,            0.031311,            0.009802,            0.009802,            0.009802
                  22,             0.03614,            0.012721,            0.019873,             0.40027,             0.49932,             0.38805,             0.16329,             0.02554,           0.0061467,            0.031311,           0.0097921,           0.0097921,           0.0097921
                  23,            0.035753,             0.01301,            0.020197,             0.29945,             0.54015,             0.34245,             0.18867,            0.021863,           0.0060892,            0.044995,           0.0097822,           0.0097822,           0.0097822
                  24,            0.033909,            0.012064,            0.023397,             0.33627,              0.5871,             0.40237,             0.18845,            0.025353,            0.005825,            0.028491,           0.0097723,           0.0097723,           0.0097723
                  25,            0.035246,            0.012479,             0.02153,             0.34286,             0.45285,             0.35279,             0.15841,            0.026354,            0.007165,            0.029834,           0.0097624,           0.0097624,           0.0097624
                  26,             0.03416,            0.011965,            0.018909,             0.26446,             0.36984,             0.28096,             0.14759,            0.025276,           0.0085933,            0.028784,           0.0097525,           0.0097525,           0.0097525
                  27,            0.034516,            0.011957,            0.019443,             0.43969,             0.53211,             0.43433,             0.20468,            0.024389,           0.0069678,            0.024341,           0.0097426,           0.0097426,           0.0097426
                  28,            0.034841,            0.011925,            0.020791,             0.31556,             0.30007,             0.20081,             0.04877,            0.037723,           0.0075886,            0.040063,           0.0097327,           0.0097327,           0.0097327
                  29,            0.035656,            0.012316,            0.021523,             0.49424,             0.56348,             0.52866,             0.26187,            0.024516,           0.0064774,            0.025031,           0.0097228,           0.0097228,           0.0097228
                  30,            0.034202,            0.012088,            0.020019,             0.42994,             0.66338,             0.50027,             0.25133,            0.024952,           0.0059526,            0.024762,           0.0097129,           0.0097129,           0.0097129
                  31,            0.035227,            0.012216,            0.017979,             0.45914,             0.47627,             0.44568,             0.26446,            0.020591,            0.005847,            0.037097,            0.009703,            0.009703,            0.009703
                  32,             0.03317,            0.012142,            0.017409,             0.47819,             0.62873,             0.53571,             0.29885,            0.021219,           0.0060923,            0.025964,           0.0096931,           0.0096931,           0.0096931
                  33,            0.032694,            0.012137,            0.016298,             0.45915,             0.48734,             0.44836,             0.21739,            0.025236,           0.0055473,            0.044568,           0.0096832,           0.0096832,           0.0096832
                  34,            0.032086,            0.011379,            0.016091,             0.38341,             0.62234,             0.58117,             0.27601,             0.02455,           0.0057969,            0.029236,           0.0096733,           0.0096733,           0.0096733
                  35,            0.032609,            0.011406,            0.017354,             0.46561,             0.54694,             0.52001,             0.25675,            0.023301,            0.005569,             0.03595,           0.0096634,           0.0096634,           0.0096634
                  36,            0.032563,            0.011789,             0.01529,             0.46975,             0.50878,             0.53389,             0.24382,            0.024463,           0.0058985,            0.035022,           0.0096535,           0.0096535,           0.0096535
                  37,            0.032789,            0.011179,             0.01539,              0.5227,             0.52068,             0.51446,             0.24578,            0.025252,           0.0068524,            0.026453,           0.0096436,           0.0096436,           0.0096436
                  38,            0.033079,            0.011521,            0.015958,             0.38548,             0.56347,             0.49612,             0.25597,            0.021936,           0.0062945,            0.025989,           0.0096337,           0.0096337,           0.0096337
                  39,            0.032519,            0.010971,            0.015036,             0.50279,             0.65046,             0.50916,              0.2534,            0.022014,           0.0060942,            0.024622,           0.0096238,           0.0096238,           0.0096238
                  40,            0.032423,            0.011544,            0.012776,             0.50358,             0.45952,             0.43666,             0.21352,            0.024943,           0.0062697,            0.032336,           0.0096139,           0.0096139,           0.0096139
                  41,            0.031961,            0.011455,            0.013728,             0.43299,             0.41153,             0.43892,             0.23706,            0.022087,           0.0060084,              0.0427,            0.009604,            0.009604,            0.009604
                  42,            0.032716,             0.01104,            0.016535,               0.433,             0.48741,             0.42702,             0.13691,            0.031861,           0.0056682,            0.038245,           0.0095941,           0.0095941,           0.0095941
                  43,            0.032839,            0.011453,            0.014281,             0.27529,             0.38861,             0.34983,             0.16008,            0.024321,           0.0061038,            0.045496,           0.0095842,           0.0095842,           0.0095842
                  44,            0.031756,            0.011714,            0.013864,             0.33974,             0.37995,             0.37523,             0.15186,            0.025596,           0.0058942,            0.054639,           0.0095743,           0.0095743,           0.0095743
                  45,            0.033334,            0.011781,            0.012062,             0.50722,             0.63499,             0.58478,             0.29878,            0.022352,           0.0060134,            0.027063,           0.0095644,           0.0095644,           0.0095644
                  46,            0.031729,             0.01058,            0.010695,             0.52974,             0.54309,             0.45015,              0.1656,            0.031334,           0.0064595,            0.031567,           0.0095545,           0.0095545,           0.0095545
                  47,            0.032846,            0.011377,            0.014676,             0.31166,             0.21178,             0.16323,            0.060049,            0.042848,           0.0080843,            0.039697,           0.0095446,           0.0095446,           0.0095446
                  48,            0.031402,            0.010762,            0.013174,              0.4992,             0.42898,             0.41113,             0.18468,            0.028183,           0.0067005,            0.032971,           0.0095347,           0.0095347,           0.0095347
                  49,            0.032714,            0.011325,            0.010867,             0.51335,             0.62132,              0.6289,              0.3661,            0.020616,           0.0057046,            0.025354,           0.0095248,           0.0095248,           0.0095248
                  50,             0.03297,            0.011023,            0.012324,             0.61226,             0.55751,             0.60281,             0.32136,            0.021581,           0.0058825,            0.026068,           0.0095149,           0.0095149,           0.0095149
                  51,            0.032168,            0.011605,             0.01163,             0.61005,              0.4497,             0.55496,             0.29896,            0.022302,           0.0059338,            0.026636,            0.009505,            0.009505,            0.009505
                  52,            0.030465,            0.010801,            0.012011,             0.53578,             0.50984,             0.46713,             0.23276,            0.021615,           0.0060513,            0.044397,           0.0094951,           0.0094951,           0.0094951
                  53,            0.029423,            0.011255,            0.012466,             0.48699,             0.43354,              0.4131,             0.18279,            0.025596,           0.0067134,            0.029553,           0.0094852,           0.0094852,           0.0094852
                  54,            0.031336,            0.011305,            0.011781,             0.47785,             0.56934,             0.45045,             0.19794,             0.02662,           0.0061383,            0.029565,           0.0094753,           0.0094753,           0.0094753
                  55,            0.030101,              0.0111,            0.012231,             0.53912,             0.51004,             0.51572,             0.26274,            0.024368,           0.0056193,            0.028284,           0.0094654,           0.0094654,           0.0094654
                  56,              0.0298,            0.012036,            0.010191,             0.62012,             0.52569,             0.54234,             0.27895,            0.023947,           0.0062737,            0.028809,           0.0094555,           0.0094555,           0.0094555
                  57,            0.031297,            0.010893,           0.0096101,             0.48645,             0.51463,             0.41701,             0.19375,            0.025651,           0.0060949,             0.03894,           0.0094456,           0.0094456,           0.0094456
                  58,            0.029689,            0.011171,            0.010764,             0.55536,             0.54698,             0.50475,             0.26396,             0.02409,           0.0056252,            0.041699,           0.0094357,           0.0094357,           0.0094357
                  59,            0.028649,            0.011063,            0.010277,             0.57252,              0.5361,             0.50082,             0.26325,            0.023963,           0.0059073,            0.035107,           0.0094258,           0.0094258,           0.0094258
                  60,            0.031172,            0.011051,               0.013,             0.51421,             0.51227,             0.41346,             0.20984,            0.025771,           0.0058324,            0.045081,           0.0094159,           0.0094159,           0.0094159
                  61,            0.030774,            0.010889,            0.013231,             0.45797,             0.47175,             0.41403,             0.19879,            0.027429,           0.0064194,            0.043372,            0.009406,            0.009406,            0.009406
                  62,            0.030549,            0.011164,            0.010558,             0.70166,             0.50981,             0.60663,             0.31356,            0.022473,           0.0060756,            0.027344,           0.0093961,           0.0093961,           0.0093961
                  63,            0.029478,             0.01108,            0.010455,             0.56344,             0.60757,             0.56127,             0.31078,            0.020627,           0.0060785,            0.030933,           0.0093862,           0.0093862,           0.0093862
                  64,            0.030112,            0.010886,           0.0092989,             0.57335,             0.48308,              0.4748,             0.23468,            0.023101,           0.0060847,            0.030518,           0.0093763,           0.0093763,           0.0093763
                  65,            0.029331,            0.010406,           0.0086497,             0.56724,             0.57873,             0.60593,             0.27377,            0.027529,           0.0053806,            0.021051,           0.0093664,           0.0093664,           0.0093664
                  66,            0.030527,             0.01053,            0.008657,             0.58821,             0.56497,             0.58397,             0.31232,            0.021448,            0.005183,            0.024615,           0.0093565,           0.0093565,           0.0093565
                  67,            0.029807,            0.011077,            0.011515,             0.57022,              0.6102,             0.58275,             0.26953,            0.022913,           0.0053852,            0.033435,           0.0093466,           0.0093466,           0.0093466
                  68,            0.029238,            0.010792,            0.010237,             0.59059,             0.63081,             0.62625,              0.2616,            0.025489,           0.0057099,            0.025977,           0.0093367,           0.0093367,           0.0093367
                  69,            0.030656,            0.010534,            0.009188,             0.46742,             0.67863,             0.57894,             0.28344,            0.023037,           0.0058923,            0.030334,           0.0093268,           0.0093268,           0.0093268
                  70,            0.029375,            0.010866,           0.0092276,             0.45555,             0.64749,             0.59886,             0.32541,            0.022565,           0.0056748,             0.03302,           0.0093169,           0.0093169,           0.0093169
                  71,            0.029704,            0.010298,            0.008857,             0.55453,             0.65174,             0.61296,             0.34869,            0.020418,           0.0056417,              0.0302,            0.009307,            0.009307,            0.009307
                  72,            0.028917,            0.010874,           0.0078713,             0.61517,             0.65789,             0.63738,             0.33524,            0.023083,           0.0053415,            0.024341,           0.0092971,           0.0092971,           0.0092971
                  73,            0.028539,            0.011217,            0.009458,              0.5417,             0.63099,             0.56251,             0.29841,            0.023995,           0.0055981,            0.031104,           0.0092872,           0.0092872,           0.0092872
                  74,            0.027963,            0.010543,           0.0077295,             0.52216,             0.61547,             0.57291,             0.28321,            0.023709,           0.0055845,             0.03042,           0.0092773,           0.0092773,           0.0092773
                  75,            0.027392,            0.010297,           0.0075154,             0.57168,             0.61625,             0.61694,             0.28727,            0.024318,           0.0055714,            0.025354,           0.0092674,           0.0092674,           0.0092674
                  76,            0.030797,            0.010332,            0.010212,             0.65223,             0.59752,             0.60858,             0.25401,            0.027558,           0.0060034,            0.025378,           0.0092575,           0.0092575,           0.0092575
                  77,            0.028971,            0.010007,           0.0080254,             0.50741,              0.6308,             0.58245,             0.27878,            0.021646,             0.00582,              0.0302,           0.0092476,           0.0092476,           0.0092476
                  78,            0.027912,           0.0099129,           0.0083489,             0.57646,             0.62669,             0.60898,             0.32771,            0.020972,           0.0055854,            0.035376,           0.0092377,           0.0092377,           0.0092377
                  79,            0.028555,            0.010463,           0.0090797,             0.61523,             0.66308,             0.63357,              0.3464,            0.021015,           0.0057414,            0.028528,           0.0092278,           0.0092278,           0.0092278
                  80,            0.027212,            0.010518,           0.0085421,             0.51656,             0.62905,               0.651,             0.38055,            0.020595,           0.0061128,            0.027295,           0.0092179,           0.0092179,           0.0092179
                  81,            0.028739,             0.01044,           0.0081177,             0.53327,             0.54004,             0.57609,             0.33678,            0.020979,            0.005975,            0.029309,            0.009208,            0.009208,            0.009208
                  82,            0.028279,            0.010619,            0.010189,             0.74433,             0.54179,              0.6244,             0.38454,            0.020483,           0.0060449,            0.026453,           0.0091981,           0.0091981,           0.0091981
                  83,            0.028607,            0.010035,           0.0089313,             0.64983,              0.5784,             0.61886,             0.35376,            0.021839,           0.0056067,            0.034302,           0.0091882,           0.0091882,           0.0091882
                  84,            0.028572,            0.010424,            0.010792,             0.72512,             0.46848,             0.51407,             0.25638,            0.024061,            0.006093,            0.038293,           0.0091783,           0.0091783,           0.0091783
                  85,            0.028601,            0.010307,           0.0074786,              0.6813,             0.59108,             0.63882,             0.38342,            0.020301,           0.0054531,            0.025586,           0.0091684,           0.0091684,           0.0091684
                  86,            0.029184,            0.010129,           0.0093793,             0.56457,             0.62098,             0.64954,             0.34529,            0.022194,           0.0056453,            0.027246,           0.0091585,           0.0091585,           0.0091585
                  87,            0.027452,            0.010088,           0.0070142,             0.41852,             0.51118,              0.5392,             0.25057,            0.026037,           0.0065641,            0.030908,           0.0091486,           0.0091486,           0.0091486
                  88,            0.026733,           0.0098468,            0.010225,             0.58117,             0.59376,             0.60234,             0.32592,            0.020604,           0.0055981,            0.026892,           0.0091387,           0.0091387,           0.0091387
                  89,            0.027091,             0.01043,           0.0096799,             0.63326,             0.51036,             0.58206,             0.35514,            0.019188,           0.0056305,            0.028894,           0.0091288,           0.0091288,           0.0091288
                  90,            0.027438,            0.010312,           0.0089598,             0.52712,             0.60814,             0.53015,             0.27299,            0.022848,           0.0056446,            0.034033,           0.0091189,           0.0091189,           0.0091189
                  91,            0.027967,            0.010429,           0.0091943,             0.43838,             0.52759,             0.48968,             0.28586,            0.020424,           0.0055447,            0.042261,            0.009109,            0.009109,            0.009109
                  92,            0.027519,           0.0096308,           0.0089228,             0.52892,             0.61782,             0.56388,             0.29717,            0.023237,           0.0051947,            0.031323,           0.0090991,           0.0090991,           0.0090991
                  93,            0.028643,            0.010066,            0.010039,             0.52659,             0.62296,              0.5858,             0.30187,            0.023892,           0.0055981,            0.029211,           0.0090892,           0.0090892,           0.0090892
                  94,            0.027382,           0.0098742,           0.0080328,             0.49085,             0.58913,              0.6075,             0.29181,            0.024376,           0.0058639,            0.032983,           0.0090793,           0.0090793,           0.0090793
                  95,            0.027885,            0.010231,           0.0094514,             0.53875,             0.56235,             0.52743,             0.28373,            0.022256,           0.0055149,            0.044653,           0.0090694,           0.0090694,           0.0090694
                  96,            0.027187,           0.0099223,           0.0095475,              0.4904,             0.62886,             0.53976,             0.23425,            0.025422,           0.0058367,            0.034485,           0.0090595,           0.0090595,           0.0090595
                  97,            0.026519,            0.009847,           0.0083301,             0.50427,             0.56279,             0.51584,              0.2533,            0.023182,           0.0054219,            0.050195,           0.0090496,           0.0090496,           0.0090496
                  98,            0.026947,            0.010619,           0.0078414,             0.68482,             0.43176,             0.49155,              0.2523,            0.022255,           0.0062685,             0.03562,           0.0090397,           0.0090397,           0.0090397
                  99,            0.027774,            0.010115,            0.006844,             0.58751,             0.50834,             0.58949,             0.34705,             0.02087,           0.0056453,            0.030432,           0.0090298,           0.0090298,           0.0090298
                 100,            0.027785,            0.010409,           0.0078773,             0.61138,             0.65552,             0.68842,             0.35595,            0.022268,           0.0052643,            0.022192,           0.0090199,           0.0090199,           0.0090199
                 101,            0.028865,           0.0098777,           0.0067584,             0.63886,             0.61097,             0.66113,             0.28881,            0.024782,           0.0054791,            0.024634,             0.00901,             0.00901,             0.00901
                 102,            0.025913,           0.0093374,           0.0073111,             0.63673,             0.52346,             0.63027,             0.34905,            0.021476,           0.0054371,            0.027698,           0.0090001,           0.0090001,           0.0090001
                 103,             0.02702,           0.0098149,           0.0069608,              0.6714,             0.59176,             0.64084,             0.30957,            0.024323,           0.0058341,            0.030591,           0.0089902,           0.0089902,           0.0089902
                 104,            0.027854,           0.0095176,           0.0081357,              0.7248,             0.63722,             0.67055,             0.33789,            0.021953,            0.005955,            0.033899,           0.0089803,           0.0089803,           0.0089803
                 105,            0.026753,           0.0098892,           0.0074182,             0.74034,             0.63514,              0.7016,             0.37437,            0.023204,           0.0057507,             0.02699,           0.0089704,           0.0089704,           0.0089704
                 106,            0.026462,           0.0093321,           0.0086707,             0.54501,               0.504,             0.50803,             0.24142,            0.023725,           0.0059905,            0.045215,           0.0089605,           0.0089605,           0.0089605
                 107,            0.026921,             0.01023,           0.0073686,             0.66568,             0.47128,             0.51385,             0.27647,            0.021219,           0.0057948,            0.043872,           0.0089506,           0.0089506,           0.0089506
                 108,            0.025744,           0.0094637,           0.0070319,             0.70234,             0.40285,             0.45016,             0.25545,            0.022842,           0.0058341,            0.042383,           0.0089407,           0.0089407,           0.0089407
                 109,             0.02626,           0.0094945,           0.0061012,             0.55878,             0.76334,             0.63991,              0.3408,            0.023211,           0.0055363,            0.023505,           0.0089308,           0.0089308,           0.0089308
                 110,            0.025966,           0.0097617,           0.0060539,             0.58331,             0.56267,             0.56158,             0.28794,            0.023492,            0.006207,            0.033386,           0.0089209,           0.0089209,           0.0089209
                 111,            0.025971,           0.0094547,           0.0065492,             0.54014,              0.6662,             0.65503,              0.3375,            0.022769,            0.005774,            0.030676,            0.008911,            0.008911,            0.008911
                 112,            0.025472,           0.0096354,           0.0060706,             0.53554,             0.65501,              0.6503,             0.35811,            0.020767,           0.0059233,            0.029114,           0.0089011,           0.0089011,           0.0089011
                 113,            0.024019,           0.0095217,           0.0077798,             0.60105,             0.54959,             0.58267,             0.31122,            0.022436,            0.005559,            0.032214,           0.0088912,           0.0088912,           0.0088912
                 114,             0.02578,            0.009302,           0.0062368,             0.57965,             0.68333,              0.6588,             0.32709,            0.023421,           0.0054212,            0.026111,           0.0088813,           0.0088813,           0.0088813
                 115,            0.025891,           0.0097176,            0.007719,              0.5762,             0.63896,             0.64675,             0.34379,            0.021974,           0.0055194,            0.024896,           0.0088714,           0.0088714,           0.0088714
                 116,            0.026666,            0.009488,           0.0084345,             0.63034,             0.55549,             0.65376,             0.35741,            0.021954,           0.0056052,            0.026752,           0.0088615,           0.0088615,           0.0088615
                 117,            0.025873,           0.0093657,           0.0076035,             0.46852,             0.59491,             0.55351,             0.29807,            0.023237,           0.0056374,            0.035388,           0.0088516,           0.0088516,           0.0088516
                 118,            0.025243,           0.0093408,           0.0074094,             0.47322,              0.5989,             0.55635,             0.29568,            0.021621,           0.0056491,            0.036938,           0.0088417,           0.0088417,           0.0088417
                 119,            0.024452,           0.0091352,           0.0061991,             0.64379,             0.64561,             0.65656,             0.37356,            0.021158,           0.0051296,            0.031763,           0.0088318,           0.0088318,           0.0088318
                 120,            0.025728,           0.0098711,           0.0077922,             0.46937,             0.49245,              0.4833,             0.22373,             0.02428,             0.00616,            0.041968,           0.0088219,           0.0088219,           0.0088219
                 121,            0.026415,           0.0097634,            0.008421,             0.64506,             0.55915,             0.63079,             0.34658,            0.021924,           0.0057614,            0.036987,            0.008812,            0.008812,            0.008812
                 122,             0.02652,           0.0097103,           0.0071342,             0.52035,             0.61361,             0.63961,             0.39253,            0.019644,           0.0059161,            0.034583,           0.0088021,           0.0088021,           0.0088021
                 123,            0.025946,           0.0097616,           0.0067428,             0.66006,             0.59636,             0.67534,             0.36508,            0.021816,           0.0055487,            0.027881,           0.0087922,           0.0087922,           0.0087922
                 124,            0.026531,           0.0094898,           0.0058772,             0.49554,             0.67526,             0.66983,             0.35475,            0.022512,           0.0054667,            0.028809,           0.0087823,           0.0087823,           0.0087823
                 125,            0.026152,           0.0088088,           0.0057437,             0.53836,             0.60483,             0.58904,             0.27011,            0.026439,           0.0057747,             0.03905,           0.0087724,           0.0087724,           0.0087724
                 126,            0.026649,           0.0094318,           0.0056709,             0.48098,             0.51801,             0.56267,             0.32432,            0.020987,           0.0055182,            0.044409,           0.0087625,           0.0087625,           0.0087625
                 127,            0.027467,            0.009335,           0.0061621,             0.50842,             0.57434,             0.57604,             0.33469,              0.0206,           0.0055723,            0.042395,           0.0087526,           0.0087526,           0.0087526
                 128,            0.025585,           0.0092999,           0.0062068,              0.4659,             0.61487,             0.60971,              0.3558,            0.020315,           0.0061009,            0.036841,           0.0087427,           0.0087427,           0.0087427
                 129,            0.025276,           0.0096631,           0.0056871,             0.41277,             0.55208,             0.58563,             0.33345,            0.020966,           0.0056167,            0.040137,           0.0087328,           0.0087328,           0.0087328
                 130,            0.025238,           0.0088122,           0.0055202,             0.52987,             0.51572,             0.57147,             0.28999,            0.023006,           0.0056891,            0.038647,           0.0087229,           0.0087229,           0.0087229
